,16S_1,16S_10,16S_100,16S_101,16S_102,16S_103,16S_104,16S_105,16S_106,16S_107,16S_108,16S_109,16S_11,16S_110,16S_111,16S_112,16S_113,16S_114,16S_115,16S_116,16S_117,16S_118,16S_119,16S_12,16S_120,16S_121,16S_122,16S_123,16S_124,16S_125,16S_126,16S_127,16S_128,16S_129,16S_13,16S_130,16S_131,16S_132,16S_133,16S_134,16S_135,16S_136,16S_137,16S_138,16S_139,16S_14,16S_140,16S_141,16S_142,16S_143,16S_144,16S_145,16S_146,16S_147,16S_148,16S_149,16S_15,16S_150,16S_151,16S_152,16S_153,16S_154,16S_16,16S_17,16S_18,16S_19,16S_2,16S_20,16S_21,16S_22,16S_23,16S_24,16S_25,16S_26,16S_27_r,16S_28,16S_28_r,16S_29,16S_3,16S_30,16S_31,16S_32,16S_33,16S_34,16S_35_r,16S_36,16S_37_r,16S_38,16S_39,16S_4,16S_40,16S_41,16S_42,16S_43,16S_44,16S_45,16S_46,16S_47,16S_48,16S_5,16S_50,16S_51,16S_51_r,16S_52,16S_52_r,16S_53,16S_53_r,16S_54,16S_54_r,16S_55,16S_56,16S_57,16S_58,16S_59,16S_6,16S_60,16S_61,16S_62,16S_63,16S_64,16S_65,16S_66,16S_67,16S_68,16S_69,16S_7,16S_70,16S_71,16S_72,16S_73,16S_74,16S_75,16S_76,16S_78_r,16S_79,16S_8,16S_80_r,16S_81,16S_82,16S_83,16S_84,16S_84_manual,16S_85_r,16S_86,16S_87,16S_88_r,16S_9,16S_90_r,16S_92_r,16S_93,16S_94,16S_95,16S_96_r,16S_97,16S_97_r,16S_98_r,16S_99,16S_P1_ext_neg,16S_P1_mPNA_NTC,16S_P1_mock,16S_P237_NOV_2020,16S_P26_NOV_2020,16S_P2_NTC1_pPNA,16S_P2_ext_neg_1,16S_P2_ext_neg_2,16S_P2_mock,16S_P2_mock_pPNA,16S_P41_NOV_2020,16S_P42_NOV_2020,16S_P43_NOV_2020,16S_P44_NOV_2020
Otu00037,382,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,2,0,5,9,0,3,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,5,0,26,0,921,0,0,0,0,0,10,84,0,0,41,0,0,0,0,0,1077,0,336,0,0,0,1,0,0,13,0,39,1,0,0,0,8,102,3,51,0,0,12,89,0,0,0,105,37,16,0,77,0,254,0,64,230,0,0,319,0,0,0,0,562,35,61,0,0,0,990,0,0,0,1,0,0,0,0,0,1088,0,0,2673,0,0,0,67,25,137,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1029,0,0,0,0,0,1097,980,0,0,0,0
Otu00039,0,0,85,74,29,80,23,63,66,99,65,46,3,83,74,97,62,14,18,65,27,58,60,1,89,59,53,79,0,53,82,44,60,76,0,61,44,25,1,86,86,59,37,73,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,3,14,512,96,104,76,0,0,0,91,283,293,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
Otu00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,652,55,23,13,1,2,0,295,226,154,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00042,0,0,69,78,34,91,10,77,43,85,62,54,0,96,97,80,41,13,14,71,13,74,52,2,53,65,43,69,1,98,62,60,51,45,0,55,75,27,1,44,35,74,23,77,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00043,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,4,0,8,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,788,0,4,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00044,0,0,73,73,42,62,22,75,40,74,59,58,0,79,52,76,51,19,20,54,24,47,47,0,75,49,46,71,0,54,71,38,44,52,0,63,80,37,0,71,53,42,38,67,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu00045,0,0,75,67,45,76,7,80,43,92,55,46,0,106,67,89,53,12,11,33,11,71,51,3,65,63,44,79,0,46,67,53,49,54,0,60,87,24,0,41,35,56,36,81,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00046,0,0,0,8,26,0,0,0,0,0,0,37,0,0,0,0,0,116,0,0,0,0,0,0,12,0,0,0,1056,0,0,0,0,0,0,0,0,18,1403,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1443,14,1,0,0,11,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,96,81,1,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00049,15,100,0,0,0,7,2,8,5,12,17,66,69,0,8,0,3,32,1,4,2,2,0,0,0,7,0,6,0,3,4,11,4,30,26,4,0,84,0,4,9,19,1,1,9,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,24,0,0,442,1,1,0,5,5,0,0,0,0,2,0,3,0,0,118,0,0,0,2,0,0,300,0,0,0,6,177,0,0,0,26,0,0,0,2,3,59,74,1,0,2,0,0,0,0,0,250,0,2,0,1,0,0,0,0,0,0,6,178,0,4,0,0,0,35,42,24,75,7,109,4,0,0,0,0,10,0,9,0,0,3,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1232,0,3,6,3,1,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,887,0,0,0,0,0,783,803,0,0,0,0
Otu00052,0,0,0,0,411,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,333,0,0,2,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,300,0,0,0,0,0,0,99,0,62,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,226,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,76,0,7,5,0,0,0,0,0,1,0,9,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00053,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,4,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,194,2,0,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,755,604,0,0,0,0
Otu00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,772,0,0,0,0,0,515,530,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00055,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,665,706,1,0,0,0
Otu00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,127,80,103,292,147,87,86,159,2,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
Otu00057,0,0,36,42,19,10,8,60,41,60,40,34,0,55,69,48,61,8,11,45,20,34,29,1,47,52,33,66,2,38,28,35,33,34,0,38,62,17,0,48,24,62,12,45,45,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
Otu00058,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,559,209,101,0,1350,0,0,0,0,0,78,103,0,0,0,0,0,32,220,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,580,0,0,0,0,0,633,562,0,1,9,0
Otu00060,0,0,0,0,472,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Otu00061,2,46,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,4,0,8,14,1,131,0,1,1,0,0,0,0,2,0,1,6,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,5,6,2,20,0,0,62,15,0,0,0,10,4,0,10,2,75,1,5,0,0,97,0,17,24,0,46,0,3,0,8,0,1,5,4,0,5,138,179,900,412,0,0,5,0,7,0,2,356,203,13,0,0,25,53,0,147,242,0,0,18,0,8,50,3,0,439,243,0,2,0,7,0,22,0,18,0,0,0,8,0,2,6,0,0,2,8,0,0,223,133,20,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Otu00062,0,6,0,0,4,0,0,0,0,1,1,14,244,0,0,0,0,117,0,0,0,2,0,9,0,0,8,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,5,0,6,4,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,0,4,0,45,476,225,0,58,4,0,92,357,0,0,0,1,0,0,1,0,0,0,29,0,0,0,3,0,0,1,0,609,0,0,7,0,0,4,4,647,28,9,52,30,8,14,0,0,0,0,184,1,13,0,18,0,0,0,1,8,5,1,1,1,0,0,1,18,0,6,19,0,0,4,0,8,0,0,1,57,122,0,0,0,2,0,0,0,109,246,0,0,6,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Otu00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,492,573,0,0,0,0
Otu00064,0,0,29,17,7,27,65,28,30,25,161,53,0,5,12,12,29,23,45,48,48,22,28,0,24,34,48,32,0,25,25,22,43,37,11,37,19,64,0,85,65,18,5,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,16,0,8,1,0,0,0,3,0,5,0,0,0,0,4,4,0,0,0,0,0,0,1,0,5,0,8,0,0,0,0,0,0,0,2,0,6,0,0,0,0,37,60,6,218,38,88,0,0,0,0,0,0,2,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0
Otu00065,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,367,0,1016,3,22,0,2,618,0,28,0,0,0,0,2,0,5,0,0,8,0,6,0,0,0,0,0,0,736,0,1,6,0,0,0,4,649,7,7,12,13,2,5,0,0,3,0,1786,3,9,2,12,0,7,0,0,3,0,0,0,0,0,3,0,0,0,2,11,0,0,0,0,0,0,0,0,102,43,0,0,0,0,0,0,0,133,129,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,748,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,78,0,196,217,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Otu00067,10,73,7,2,3,1,21,4,19,2,17,4,82,0,1,0,8,62,4,4,8,2,0,2,2,6,0,3,16,5,5,6,8,20,2,3,0,69,0,4,11,4,0,3,7,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,73,31,70,32,10,40,2,40,39,23,22,0,0,0,0,79,2,29,36,64,30,0,2,0,8,81,6,61,0,7,0,49,17,8,32,38,11,13,0,3,0,0,17,7,0,8,61,0,1,0,15,45,5,0,51,5,0,2,2,0,0,2,0,62,44,67,0,4,0,0,91,30,0,9,24,24,44,0,4,0,67,1,96,54,0,16,2,2,0,81,10,0,50,6,0,0,0,0,0,0,0,0,0,0,13,4,0,0
Otu00068,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,97,0,0,88,0,0,69,1,0,50,0,0,0,67,94,105,144,95,0,83,0,0,0,140,137,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,227,164,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00070,3,15,2,0,0,2,2,2,9,1,7,5,5,4,1,0,2,8,2,3,0,1,1,0,0,4,4,1,2,3,2,2,2,6,3,2,0,3,0,3,6,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0,0,22,5,0,243,3,0,49,0,0,0,0,175,6,150,57,46,13,0,0,0,0,158,0,15,0,0,0,51,7,0,25,11,8,20,0,0,0,0,14,6,0,0,135,8,0,35,0,31,10,0,138,0,0,0,14,0,0,26,0,115,15,15,0,3,0,0,29,17,0,12,41,2,30,0,1,0,33,0,16,67,0,0,0,0,0,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00071,0,0,48,46,16,37,4,57,28,52,34,31,0,33,50,44,37,14,12,38,11,32,35,0,33,31,23,57,0,30,48,27,43,31,0,45,64,12,0,38,33,37,15,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00072,0,0,24,25,12,20,13,14,18,33,28,18,1,21,21,14,21,105,12,12,11,26,28,0,17,32,14,26,0,10,29,16,13,18,0,21,26,103,0,21,24,14,8,18,28,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,10,0,0,107,0,4,0,0,3,0,0,0,0,4,0,0,0,27,42,0,0,0,0,5,0,0,0,0,0,8,6,0,23,0,11,0,0,0,0,0,15,23,0,0,2,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,110,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00073,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,370,0,0,0,0,0,0,0,0,0,25,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,5,0,0,0,0,0,11,16,0,0,1,0,0,0,1,2,264,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
